order_id,order_hour,city_tier,pricing_model,checkout_layout,basket_value_usd,delivery_time_min,net_margin_usd
ORD-500546,8,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,45.42,41.0,3.95
ORD-500547,11,tier_1_megacity,fixed_low_fee,upsell_grid_modal,35.78,28.0,3.66
ORD-500548,13,tier_2_regional,dynamic_surge_multiplier,one_click_express,39.6,35.0,7.33
ORD-500549,14,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,28.46,17.0,8.91
ORD-500550,19,tier_1_megacity,fixed_low_fee,one_click_express,39.95,38.0,3.94
ORD-500551,19,tier_1_megacity,fixed_low_fee,one_click_express,35.17,34.0,8.31
ORD-500552,19,tier_3_small,dynamic_surge_multiplier,upsell_grid_modal,23.46,51.0,8.86
ORD-500553,17,tier_3_small,fixed_low_fee,upsell_grid_modal,43.16,21.0,6.74
ORD-500554,17,tier_1_megacity,fixed_low_fee,one_click_express,27.56,41.0,6.58
ORD-500555,14,tier_1_megacity,tiered_basket_subsidy,gamified_loyalty_bar,54.3,29.0,8.52
ORD-500556,10,tier_2_regional,fixed_low_fee,gamified_loyalty_bar,34.22,30.0,7.62
ORD-500557,21,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,41.92,34.0,6.51
ORD-500558,9,tier_1_megacity,fixed_low_fee,upsell_grid_modal,59.37,34.0,7.29
ORD-500559,13,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,24.55,22.0,4.52
ORD-500560,18,tier_2_regional,tiered_basket_subsidy,one_click_express,25.65,20.0,2.41
ORD-500561,19,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,36.77,41.0,3.0
ORD-500562,17,tier_2_regional,fixed_low_fee,gamified_loyalty_bar,33.56,33.0,3.09
ORD-500563,8,tier_3_small,dynamic_surge_multiplier,one_click_express,23.24,29.0,11.63
ORD-500564,10,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,34.07,34.0,5.68
ORD-500565,19,tier_3_small,tiered_basket_subsidy,gamified_loyalty_bar,46.32,13.0,9.44
ORD-500566,10,tier_1_megacity,tiered_basket_subsidy,one_click_express,46.27,47.0,4.4
ORD-500567,12,tier_3_small,dynamic_surge_multiplier,upsell_grid_modal,18.18,40.0,12.91
ORD-500568,11,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,36.09,36.0,4.78
ORD-500569,20,tier_1_megacity,fixed_low_fee,upsell_grid_modal,42.02,31.0,5.87
ORD-500570,14,tier_2_regional,dynamic_surge_multiplier,one_click_express,43.7,45.0,7.52
ORD-500571,11,tier_1_megacity,dynamic_surge_multiplier,one_click_express,40.87,37.0,5.59
ORD-500572,13,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,24.2,25.0,5.74
ORD-500573,18,tier_2_regional,tiered_basket_subsidy,one_click_express,23.66,26.0,9.51
ORD-500574,10,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,28.06,17.0,3.93
ORD-500575,11,tier_2_regional,tiered_basket_subsidy,one_click_express,367.22,,102.45
ORD-500576,19,tier_2_regional,fixed_low_fee,upsell_grid_modal,33.9,36.0,8.07
ORD-500577,18,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,35.05,38.0,6.12
ORD-500578,22,tier_1_megacity,fixed_low_fee,upsell_grid_modal,31.85,37.0,4.94
ORD-500579,19,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,50.57,21.0,3.05
ORD-500580,23,tier_2_regional,fixed_low_fee,gamified_loyalty_bar,23.85,27.0,5.0
ORD-500581,22,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,44.1,12.0,5.83
ORD-500582,15,tier_3_small,fixed_low_fee,gamified_loyalty_bar,26.27,45.0,2.76
ORD-500583,8,tier_2_regional,fixed_low_fee,one_click_express,24.98,-99.0,3.42
ORD-500584,18,tier_1_megacity,fixed_low_fee,one_click_express,35.86,26.0,4.05
ORD-500585,12,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,36.98,35.0,6.99
ORD-500586,20,tier_1_megacity,fixed_low_fee,upsell_grid_modal,50.88,33.0,2.43
ORD-500587,18,tier_1_megacity,fixed_low_fee,one_click_express,24.38,33.0,3.98
ORD-500588,14,tier_2_regional,dynamic_surge_multiplier,upsell_grid_modal,29.27,36.0,6.52
ORD-500589,22,tier_3_small,fixed_low_fee,upsell_grid_modal,29.6,43.0,5.87
ORD-500590,21,tier_1_megacity,tiered_basket_subsidy,gamified_loyalty_bar,53.44,31.0,6.94
ORD-500591,22,tier_2_regional,tiered_basket_subsidy,upsell_grid_modal,29.6,34.0,5.9
ORD-500592,21,tier_1_megacity,tiered_basket_subsidy,one_click_express,31.76,42.0,4.8
ORD-500593,23,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,40.98,26.0,2.24
ORD-500594,8,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,31.71,32.0,2.88
ORD-500595,12,tier_2_regional,fixed_low_fee,gamified_loyalty_bar,22.56,43.0,1.62
ORD-500596,14,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,29.43,52.0,7.84
ORD-500597,13,tier_2_regional,fixed_low_fee,gamified_loyalty_bar,58.07,47.0,5.31
ORD-500598,21,tier_2_regional,tiered_basket_subsidy,upsell_grid_modal,29.13,30.0,6.83
ORD-500599,16,tier_3_small,fixed_low_fee,upsell_grid_modal,19.62,31.0,5.8
ORD-500600,21,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,40.27,17.0,4.84
ORD-500601,16,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,27.22,27.0,-2.29
ORD-500602,20,tier_1_megacity,dynamic_surge_multiplier,one_click_express,47.57,28.0,11.81
ORD-500603,9,tier_1_megacity,tiered_basket_subsidy,one_click_express,37.05,24.0,4.2
ORD-500604,8,tier_3_small,dynamic_surge_multiplier,gamified_loyalty_bar,16.06,53.0,1.56
ORD-500605,14,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,25.81,37.0,-1.13
ORD-500606,9,tier_1_megacity,tiered_basket_subsidy,one_click_express,45.9,31.0,5.44
ORD-500607,10,tier_3_small,tiered_basket_subsidy,one_click_express,14.49,38.0,6.36
ORD-500608,22,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,46.36,31.0,6.88
ORD-500609,8,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,44.08,21.0,6.17
ORD-500610,16,tier_1_megacity,tiered_basket_subsidy,gamified_loyalty_bar,62.05,37.0,8.76
ORD-500611,20,tier_3_small,dynamic_surge_multiplier,one_click_express,26.52,11.0,2.63
ORD-500612,22,tier_3_small,tiered_basket_subsidy,one_click_express,29.33,39.0,4.56
ORD-500613,10,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,49.27,38.0,3.52
ORD-500614,9,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,33.05,39.0,7.01
ORD-500615,16,tier_1_megacity,dynamic_surge_multiplier,one_click_express,40.81,39.0,10.98
ORD-500616,10,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,39.47,15.0,10.4
ORD-500617,23,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,32.23,25.0,3.47
ORD-500618,14,tier_3_small,dynamic_surge_multiplier,upsell_grid_modal,15.36,31.0,5.91
ORD-500619,9,tier_3_small,fixed_low_fee,one_click_express,25.43,35.0,3.9
ORD-500620,21,tier_3_small,tiered_basket_subsidy,gamified_loyalty_bar,46.72,32.0,9.86
ORD-500621,20,tier_1_megacity,fixed_low_fee,one_click_express,14.24,41.0,3.94
ORD-500622,13,tier_1_megacity,fixed_low_fee,one_click_express,23.37,52.0,4.68
ORD-500623,9,tier_1_megacity,dynamic_surge_multiplier,one_click_express,54.56,28.0,9.16
ORD-500624,11,tier_2_regional,tiered_basket_subsidy,upsell_grid_modal,36.43,22.0,1.14
ORD-500625,19,tier_2_regional,tiered_basket_subsidy,gamified_loyalty_bar,36.61,42.0,10.38
ORD-500626,15,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,41.16,50.0,5.93
ORD-500627,19,tier_1_megacity,tiered_basket_subsidy,gamified_loyalty_bar,54.67,30.0,9.19
ORD-500628,11,tier_3_small,tiered_basket_subsidy,gamified_loyalty_bar,42.87,38.0,10.3
ORD-500629,13,tier_1_megacity,fixed_low_fee,upsell_grid_modal,45.86,26.0,3.93
ORD-500630,10,tier_2_regional,tiered_basket_subsidy,one_click_express,29.26,40.0,5.96
ORD-500631,15,tier_1_megacity,fixed_low_fee,one_click_express,54.49,35.0,3.54
ORD-500632,20,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,40.14,40.0,5.62
ORD-500633,13,tier_3_small,tiered_basket_subsidy,upsell_grid_modal,32.35,27.0,5.22
ORD-500634,13,tier_3_small,dynamic_surge_multiplier,one_click_express,25.17,23.0,13.14
ORD-500635,20,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,44.25,54.0,1.43
ORD-500636,22,tier_1_megacity,fixed_low_fee,upsell_grid_modal,49.6,28.0,2.6
ORD-500637,19,tier_1_megacity,dynamic_surge_multiplier,one_click_express,50.92,25.0,0.25
ORD-500638,9,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,39.12,,2.89
ORD-500639,11,tier_2_regional,fixed_low_fee,upsell_grid_modal,35.65,50.0,5.95
ORD-500640,9,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,28.0,14.0,4.35
ORD-500641,11,tier_2_regional,tiered_basket_subsidy,gamified_loyalty_bar,48.06,11.0,12.43
ORD-500642,8,tier_3_small,tiered_basket_subsidy,one_click_express,17.06,41.0,6.92
ORD-500643,9,tier_1_megacity,dynamic_surge_multiplier,one_click_express,40.68,27.0,8.1
ORD-500644,10,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,31.66,22.0,4.66
ORD-500645,15,tier_1_megacity,dynamic_surge_multiplier,one_click_express,56.81,45.0,2.86
ORD-500646,23,tier_2_regional,dynamic_surge_multiplier,one_click_express,18.57,10.0,10.56
ORD-500647,23,tier_1_megacity,dynamic_surge_multiplier,one_click_express,43.58,39.0,7.23
ORD-500648,12,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,41.48,34.0,4.05
ORD-500649,12,tier_3_small,tiered_basket_subsidy,one_click_express,23.6,25.0,3.95
ORD-500650,8,tier_2_regional,fixed_low_fee,one_click_express,23.54,28.0,2.87
ORD-500651,18,tier_2_regional,dynamic_surge_multiplier,upsell_grid_modal,20.74,18.0,-0.51
ORD-500652,20,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,28.5,32.0,7.95
ORD-500653,21,tier_2_regional,dynamic_surge_multiplier,one_click_express,23.8,10.0,5.08
ORD-500654,18,tier_2_regional,dynamic_surge_multiplier,one_click_express,18.94,14.0,8.95
ORD-500655,18,tier_1_megacity,tiered_basket_subsidy,gamified_loyalty_bar,39.09,29.0,12.93
ORD-500656,19,tier_2_regional,tiered_basket_subsidy,one_click_express,21.08,39.0,5.03
ORD-500657,23,tier_3_small,dynamic_surge_multiplier,gamified_loyalty_bar,18.61,36.0,10.12
ORD-500658,20,tier_2_regional,fixed_low_fee,one_click_express,31.48,43.0,2.17
ORD-500659,20,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,41.22,25.0,10.81
ORD-500660,16,tier_1_megacity,dynamic_surge_multiplier,one_click_express,37.18,26.0,6.93
ORD-500661,9,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,22.16,35.0,9.94
ORD-500662,11,tier_1_megacity,tiered_basket_subsidy,gamified_loyalty_bar,48.68,37.0,9.21
ORD-500663,22,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,49.64,27.0,5.29
ORD-500664,20,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,23.48,34.0,7.42
ORD-500665,13,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,53.16,18.0,2.81
ORD-500666,17,tier_2_regional,dynamic_surge_multiplier,upsell_grid_modal,18.39,34.0,-3.74
ORD-500667,14,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,36.69,31.0,5.43
ORD-500668,12,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,52.48,23.0,2.47
ORD-500669,9,tier_2_regional,fixed_low_fee,one_click_express,23.0,24.0,2.65
ORD-500670,18,tier_1_megacity,fixed_low_fee,one_click_express,38.86,28.0,0.76
ORD-500671,9,tier_2_regional,tiered_basket_subsidy,gamified_loyalty_bar,48.72,41.0,12.45
ORD-500672,23,tier_3_small,tiered_basket_subsidy,one_click_express,17.61,24.0,2.36
ORD-500673,19,tier_1_megacity,fixed_low_fee,one_click_express,49.29,35.0,5.25
ORD-500674,20,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,40.73,37.0,18.59
ORD-500675,15,tier_2_regional,tiered_basket_subsidy,upsell_grid_modal,20.19,45.0,4.86
ORD-500676,22,tier_2_regional,dynamic_surge_multiplier,one_click_express,21.95,26.0,8.55
ORD-500677,22,tier_2_regional,dynamic_surge_multiplier,upsell_grid_modal,14.99,40.0,2.15
ORD-500678,21,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,34.52,18.0,2.76
ORD-500679,15,tier_3_small,dynamic_surge_multiplier,upsell_grid_modal,18.84,52.0,1.07
ORD-500680,9,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,44.78,29.0,3.66
ORD-500681,19,tier_1_megacity,dynamic_surge_multiplier,one_click_express,43.22,19.0,6.43
ORD-500682,14,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,42.88,21.0,-0.1
ORD-500683,13,tier_2_regional,tiered_basket_subsidy,upsell_grid_modal,23.3,37.0,5.49
ORD-500684,15,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,24.44,12.0,1.52
ORD-500685,20,tier_1_megacity,fixed_low_fee,one_click_express,43.51,30.0,2.17
ORD-500686,19,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,26.21,10.0,4.74
ORD-500687,16,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,42.1,25.0,4.4
ORD-500688,14,tier_2_regional,dynamic_surge_multiplier,upsell_grid_modal,26.44,32.0,6.53
ORD-500689,12,tier_1_megacity,dynamic_surge_multiplier,one_click_express,39.77,30.0,11.35
ORD-500690,23,tier_3_small,fixed_low_fee,upsell_grid_modal,29.76,38.0,4.77
ORD-500691,23,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,44.46,22.0,1.16
ORD-500692,13,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,30.64,23.0,8.01
ORD-500693,22,tier_3_small,dynamic_surge_multiplier,upsell_grid_modal,16.81,28.0,-3.82
ORD-500694,12,tier_3_small,fixed_low_fee,upsell_grid_modal,34.37,35.0,6.83
ORD-500695,20,tier_1_megacity,fixed_low_fee,upsell_grid_modal,43.07,17.0,7.75
ORD-500696,21,tier_3_small,fixed_low_fee,one_click_express,14.5,25.0,1.88
ORD-500697,8,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,42.66,41.0,7.87
ORD-500698,17,tier_3_small,dynamic_surge_multiplier,one_click_express,25.93,22.0,5.03
ORD-500699,8,,dynamic_surge_multiplier,upsell_grid_modal,28.06,31.0,5.53
ORD-500700,23,tier_2_regional,tiered_basket_subsidy,one_click_express,32.17,28.0,4.09
ORD-500701,14,tier_1_megacity,tiered_basket_subsidy,gamified_loyalty_bar,52.73,26.0,7.51
ORD-500702,14,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,36.85,28.0,3.03
ORD-500703,12,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,41.14,25.0,-4.59
ORD-500704,18,tier_1_megacity,fixed_low_fee,upsell_grid_modal,48.42,31.0,6.31
ORD-500705,15,tier_3_small,dynamic_surge_multiplier,gamified_loyalty_bar,26.06,22.0,6.01
ORD-500706,15,tier_3_small,dynamic_surge_multiplier,gamified_loyalty_bar,17.63,37.0,0.73
ORD-500707,10,tier_1_megacity,fixed_low_fee,upsell_grid_modal,42.94,28.0,3.97
ORD-500708,22,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,35.84,20.0,2.56
ORD-500709,23,tier_1_megacity,fixed_low_fee,upsell_grid_modal,40.17,34.0,5.5
ORD-500710,16,tier_2_regional,fixed_low_fee,upsell_grid_modal,32.23,46.0,4.81
ORD-500711,9,,fixed_low_fee,upsell_grid_modal,23.83,36.0,1.16
ORD-500712,13,tier_2_regional,fixed_low_fee,gamified_loyalty_bar,35.05,42.0,4.54
ORD-500713,16,tier_1_megacity,fixed_low_fee,upsell_grid_modal,43.31,24.0,6.43
ORD-500714,13,tier_1_megacity,fixed_low_fee,upsell_grid_modal,26.27,34.0,4.36
ORD-500715,8,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,39.09,17.0,9.49
ORD-500716,8,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,23.91,29.0,4.51
ORD-500717,19,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,28.59,,5.23
ORD-500718,13,tier_1_megacity,fixed_low_fee,upsell_grid_modal,32.07,21.0,5.19
ORD-500719,13,tier_2_regional,fixed_low_fee,gamified_loyalty_bar,31.09,38.0,5.65
ORD-500720,9,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,28.33,28.0,8.76
ORD-500721,10,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,38.08,26.0,7.82
ORD-500722,13,tier_2_regional,dynamic_surge_multiplier,one_click_express,19.62,29.0,12.02
ORD-500723,11,tier_1_megacity,dynamic_surge_multiplier,one_click_express,29.27,40.0,9.7
ORD-500724,9,tier_2_regional,dynamic_surge_multiplier,one_click_express,32.51,47.0,-3.54
ORD-500725,8,tier_1_megacity,tiered_basket_subsidy,one_click_express,43.12,52.0,1.31
ORD-500726,18,tier_2_regional,tiered_basket_subsidy,upsell_grid_modal,33.7,-99.0,5.93
ORD-500727,11,tier_1_megacity,fixed_low_fee,upsell_grid_modal,43.52,29.0,7.27
ORD-500728,23,tier_2_regional,tiered_basket_subsidy,gamified_loyalty_bar,58.87,12.0,9.35
ORD-500729,12,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,37.09,24.0,5.03
ORD-500730,17,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,34.92,21.0,4.01
ORD-500731,12,tier_1_megacity,tiered_basket_subsidy,one_click_express,37.62,41.0,4.14
ORD-500732,21,tier_1_megacity,dynamic_surge_multiplier,one_click_express,36.99,36.0,7.5
ORD-500733,15,tier_3_small,tiered_basket_subsidy,gamified_loyalty_bar,33.1,35.0,6.24
ORD-500734,12,tier_2_regional,fixed_low_fee,upsell_grid_modal,47.44,14.0,6.94
ORD-500735,15,tier_1_megacity,fixed_low_fee,one_click_express,39.61,20.0,7.73
ORD-500736,14,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,40.37,44.0,2.53
ORD-500737,12,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,21.46,54.0,7.39
ORD-500738,19,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,46.4,44.0,1.73
ORD-500739,10,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,30.59,43.0,7.48
ORD-500740,23,tier_2_regional,dynamic_surge_multiplier,one_click_express,18.04,42.0,6.78
ORD-500741,17,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,43.48,33.0,0.96
ORD-500742,23,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,26.02,21.0,4.49
ORD-500743,19,tier_2_regional,dynamic_surge_multiplier,one_click_express,42.43,22.0,3.02
ORD-500744,18,tier_1_megacity,dynamic_surge_multiplier,gamified_loyalty_bar,39.87,18.0,4.27
ORD-500745,18,tier_2_regional,dynamic_surge_multiplier,upsell_grid_modal,23.62,34.0,-3.57
ORD-500746,9,tier_1_megacity,fixed_low_fee,upsell_grid_modal,35.22,10.0,7.42
ORD-500747,21,tier_2_regional,tiered_basket_subsidy,upsell_grid_modal,21.59,29.0,4.87
ORD-500748,17,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,33.45,33.0,5.87
ORD-500749,17,tier_1_megacity,dynamic_surge_multiplier,one_click_express,48.88,,7.14
ORD-500750,17,tier_1_megacity,dynamic_surge_multiplier,one_click_express,42.53,14.0,6.09
ORD-500751,14,tier_1_megacity,tiered_basket_subsidy,gamified_loyalty_bar,58.48,42.0,12.43
ORD-500752,17,tier_3_small,tiered_basket_subsidy,one_click_express,25.72,32.0,7.05
ORD-500753,13,tier_2_regional,dynamic_surge_multiplier,one_click_express,24.83,45.0,12.76
ORD-500754,13,tier_2_regional,fixed_low_fee,upsell_grid_modal,28.64,18.0,4.95
ORD-500755,19,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,22.69,35.0,8.12
ORD-500756,9,tier_2_regional,tiered_basket_subsidy,upsell_grid_modal,35.67,40.0,3.91
ORD-500757,16,tier_3_small,dynamic_surge_multiplier,upsell_grid_modal,8.91,30.0,4.88
ORD-500758,18,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,30.19,44.0,4.36
ORD-500759,16,tier_2_regional,tiered_basket_subsidy,upsell_grid_modal,17.69,45.0,5.02
ORD-500760,17,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,31.9,10.0,5.0
ORD-500761,19,tier_3_small,tiered_basket_subsidy,upsell_grid_modal,32.23,25.0,3.82
ORD-500762,11,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,31.51,12.0,5.21
ORD-500763,22,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,44.77,22.0,1.5
ORD-500764,20,tier_2_regional,dynamic_surge_multiplier,one_click_express,38.07,19.0,3.39
ORD-500765,21,tier_3_small,fixed_low_fee,gamified_loyalty_bar,27.99,33.0,6.32
ORD-500766,12,tier_1_megacity,tiered_basket_subsidy,gamified_loyalty_bar,66.85,34.0,8.6
ORD-500767,16,tier_1_megacity,tiered_basket_subsidy,gamified_loyalty_bar,39.28,25.0,6.34
ORD-500768,18,tier_2_regional,dynamic_surge_multiplier,one_click_express,24.28,42.0,5.9
ORD-500769,14,tier_1_megacity,fixed_low_fee,upsell_grid_modal,46.93,36.0,6.33
ORD-500770,10,tier_2_regional,fixed_low_fee,one_click_express,25.05,27.0,4.5
ORD-500771,21,tier_3_small,fixed_low_fee,gamified_loyalty_bar,24.92,35.0,7.06
ORD-500772,10,tier_2_regional,tiered_basket_subsidy,upsell_grid_modal,23.56,25.0,1.31
ORD-500773,13,tier_1_megacity,dynamic_surge_multiplier,one_click_express,31.87,30.0,12.8
ORD-500774,17,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,25.65,27.0,5.42
ORD-500775,8,tier_3_small,dynamic_surge_multiplier,gamified_loyalty_bar,15.61,24.0,-0.01
ORD-500776,11,tier_1_megacity,fixed_low_fee,upsell_grid_modal,43.63,36.0,8.91
ORD-500777,11,tier_1_megacity,fixed_low_fee,upsell_grid_modal,42.73,29.0,4.97
ORD-500778,17,tier_3_small,dynamic_surge_multiplier,gamified_loyalty_bar,21.02,22.0,5.86
ORD-500779,17,tier_2_regional,tiered_basket_subsidy,upsell_grid_modal,32.16,28.0,7.15
ORD-500780,18,tier_1_megacity,fixed_low_fee,upsell_grid_modal,54.87,44.0,5.71
ORD-500781,16,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,32.65,41.0,6.55
ORD-500782,22,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,45.43,30.0,8.16
ORD-500783,13,tier_1_megacity,dynamic_surge_multiplier,one_click_express,39.94,41.0,2.15
ORD-500784,9,tier_2_regional,dynamic_surge_multiplier,one_click_express,23.45,18.0,11.83
ORD-500785,20,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,35.69,25.0,6.13
ORD-500786,15,tier_2_regional,tiered_basket_subsidy,upsell_grid_modal,23.18,22.0,6.72
ORD-500787,15,tier_2_regional,dynamic_surge_multiplier,upsell_grid_modal,40.22,22.0,-0.88
ORD-500788,8,tier_3_small,fixed_low_fee,upsell_grid_modal,17.68,21.0,3.67
ORD-500789,23,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,33.81,26.0,-2.11
ORD-500790,20,tier_1_megacity,dynamic_surge_multiplier,one_click_express,37.34,42.0,16.25
ORD-500791,12,tier_3_small,dynamic_surge_multiplier,one_click_express,26.6,30.0,11.25
ORD-500792,13,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,44.78,10.0,9.12
ORD-500793,9,tier_1_megacity,fixed_low_fee,one_click_express,44.28,45.0,5.25
ORD-500794,15,tier_1_megacity,tiered_basket_subsidy,upsell_grid_modal,39.35,45.0,5.31
ORD-500795,15,tier_2_regional,tiered_basket_subsidy,one_click_express,28.59,21.0,4.59
ORD-500796,18,tier_3_small,fixed_low_fee,upsell_grid_modal,28.54,35.0,7.01
ORD-500797,9,tier_2_regional,fixed_low_fee,one_click_express,25.33,27.0,6.37
ORD-500798,10,tier_2_regional,fixed_low_fee,gamified_loyalty_bar,21.95,50.0,3.07
ORD-500799,8,tier_3_small,tiered_basket_subsidy,one_click_express,14.86,30.0,2.94
ORD-500800,11,tier_1_megacity,tiered_basket_subsidy,gamified_loyalty_bar,50.84,38.0,11.94
ORD-500801,22,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,39.22,45.0,3.15
ORD-500802,17,tier_3_small,dynamic_surge_multiplier,gamified_loyalty_bar,21.95,47.0,-2.58
ORD-500803,20,tier_1_megacity,fixed_low_fee,one_click_express,39.93,25.0,4.81
ORD-500804,10,tier_2_regional,fixed_low_fee,gamified_loyalty_bar,33.99,37.0,5.47
ORD-500805,8,tier_1_megacity,tiered_basket_subsidy,one_click_express,32.33,21.0,7.65
ORD-500806,13,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,63.18,29.0,4.55
ORD-500807,11,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,46.82,30.0,2.64
ORD-500808,12,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,31.06,37.0,1.07
ORD-500809,21,tier_1_megacity,tiered_basket_subsidy,gamified_loyalty_bar,36.51,42.0,10.07
ORD-500810,20,tier_2_regional,tiered_basket_subsidy,gamified_loyalty_bar,31.42,45.0,10.83
ORD-500811,20,tier_1_megacity,fixed_low_fee,gamified_loyalty_bar,32.82,31.0,2.82
ORD-500812,23,tier_3_small,dynamic_surge_multiplier,upsell_grid_modal,23.74,36.0,1.85
ORD-500813,12,tier_2_regional,dynamic_surge_multiplier,one_click_express,17.05,24.0,10.03
ORD-500814,12,tier_1_megacity,fixed_low_fee,one_click_express,52.03,21.0,4.88
ORD-500815,15,tier_1_megacity,fixed_low_fee,one_click_express,45.84,43.0,5.01
ORD-500816,10,tier_1_megacity,tiered_basket_subsidy,gamified_loyalty_bar,66.4,30.0,11.98
ORD-500817,17,tier_1_megacity,fixed_low_fee,upsell_grid_modal,33.76,36.0,4.49
ORD-500818,9,tier_1_megacity,fixed_low_fee,upsell_grid_modal,38.16,19.0,5.34
ORD-500819,12,tier_2_regional,fixed_low_fee,gamified_loyalty_bar,36.73,36.0,4.35
ORD-500820,15,tier_1_megacity,dynamic_surge_multiplier,upsell_grid_modal,16.62,41.0,1.85
ORD-500821,23,tier_2_regional,dynamic_surge_multiplier,upsell_grid_modal,23.92,43.0,1.92
ORD-500822,15,tier_2_regional,dynamic_surge_multiplier,gamified_loyalty_bar,23.28,33.0,10.48
